Kind,understandname,file,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxNesting,RatioCommentToCode,number of parameter,"number of parameter without *args, **kargs",lineno,PAR,smell
Function,"nltk.sem.boxer.BoxerDrsParser.attempt_adjuncts(self,expression,context)",D:\thesis2\9 project\nltk\nltk\nltk\sem\boxer.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,3,629,3,no
Function,"nltk.sem.drt.PossibleAntecedents.replace(self,variable,expression,replace_bound,alpha_convert)",D:\thesis2\9 project\nltk\nltk\nltk\sem\drt.py,10.0,0.0,8.0,3.0,7.0,2.0,3.0,0.0,7.0,3.0,6.0,3.0,3.0,3.0,1.0,2.0,0.25,5,5,825,3,no
Function,"nltk.sem.glue.Glue._add_to_reading_list(self,glueformula,reading_list)",D:\thesis2\9 project\nltk\nltk\nltk\sem\glue.py,16.0,0.0,13.0,4.0,12.0,3.0,10.0,1.0,13.0,3.0,12.0,6.0,6.0,6.0,5.0,4.0,0.23,3,3,521,3,no
Function,"nltk.sem.logic.LogicParser.handle_quant(self,tok,context)",D:\thesis2\9 project\nltk\nltk\nltk\sem\logic.py,22.0,2.0,18.0,3.0,17.0,3.0,40.0,2.0,17.0,3.0,16.0,7.0,7.0,10.0,5.0,2.0,0.17,3,3,366,3,no
Function,"nltk.sem.util.evaluate_sents(inputs,grammar,model,assignment,trace)",D:\thesis2\9 project\nltk\nltk\nltk\sem\util.py,13.0,1.0,4.0,2.0,3.0,8.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,5,5,84,4,no
Function,"nltk.tag.brill_trainer_orig.BrillTaggerTrainer._trace_rule(self,rule,score,fixscore,numchanges)",D:\thesis2\9 project\nltk\nltk\nltk\tag\brill_trainer_orig.py,10.0,1.0,9.0,2.0,8.0,0.0,2.0,0.0,6.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,5,5,399,5,yes
Function,"nltk.tag.tnt.TnT._tagword(self,sent,current_states)",D:\thesis2\9 project\nltk\nltk\nltk\tag\tnt.py,102.0,27.0,39.0,15.0,38.0,36.0,37.0,2.0,37.0,15.0,36.0,10.0,10.0,11.0,1.0,3.0,0.92,3,3,325,3,no
Function,"nltk.tokenize.texttiling.TokenSequence.__init__(self,index,wrdindex_list,original_length)",D:\thesis2\9 project\nltk\nltk\nltk\tokenize\texttiling.py,7.0,0.0,7.0,4.0,3.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,4,4,375,3,no
Function,"custom_projection_example.HammerAxes.drag_pan(self,button,key,x,y)",D:\thesis2\9 project\matplotlib\matplotlib\examples\api\custom_projection_example.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5,5,380,5,no
Function,"anchored_artists.AnchoredSizeBar.__init__(self,transform,size,label,loc,pad,borderpad,sep,prop,frameon)",D:\thesis2\9 project\matplotlib\matplotlib\examples\pylab_examples\anchored_artists.py,22.0,4.0,12.0,5.0,10.0,6.0,1.0,0.0,6.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,0.5,10,10,20,5,yes
Function,"basic_units.ConvertArgsProxy.__init__(self,fn_name,obj)",D:\thesis2\9 project\matplotlib\matplotlib\examples\units\basic_units.py,3.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3,3,42,3,no
Function,"toolmanager.ListTools.trigger(self,args,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\examples\user_interfaces\toolmanager.py,20.0,0.0,20.0,5.0,19.0,0.0,6.0,1.0,16.0,5.0,15.0,4.0,4.0,4.0,3.0,2.0,0.0,3,1,25,3,no
Function,"matplotlib.axis.Axis._copy_tick_props(self,src,dest)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\axis.py,15.0,2.0,12.0,1.0,11.0,1.0,2.0,0.0,12.0,1.0,11.0,2.0,2.0,3.0,1.0,1.0,0.08,3,3,1251,3,no
Function,"matplotlib.backend_bases.FigureCanvasBase.resize(self,w,h)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\backend_bases.py,5.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5,3,3,1786,3,no
Function,"matplotlib.backend_tools.ToolEnableNavigation.trigger(self,sender,event,data)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\backend_tools.py,9.0,1.0,8.0,3.0,7.0,0.0,4.0,1.0,7.0,3.0,6.0,4.0,4.0,6.0,1.0,2.0,0.0,4,4,346,3,no
Function,"matplotlib.collections.PolyCollection.__init__(self,verts,sizes,closed,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,23.0,3.0,5.0,2.0,4.0,15.0,1.0,0.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,5,4,839,3,no
Function,"matplotlib.container.Container.__new__(cls,kl,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\container.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,1,17,3,no
Function,"matplotlib.dates.IndexDateFormatter.__init__(self,t,fmt,tz)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,10.0,0.0,6.0,4.0,5.0,4.0,2.0,0.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,0.67,4,4,474,3,no
Function,"matplotlib.figure.Figure.legend(self,handles,labels,args,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\figure.py,101.0,22.0,6.0,2.0,5.0,73.0,1.0,0.0,6.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,12.17,5,3,1145,5,yes
Function,"matplotlib.gridspec.GridSpecFromSubplotSpec.__init__(self,nrows,ncols,subplot_spec,wspace,hspace,height_ratios,width_ratios)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\gridspec.py,19.0,2.0,10.0,7.0,6.0,7.0,1.0,0.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.7,8,8,323,4,yes
Function,"matplotlib.legend.DraggableLegend.artist_picker(self,legend,evt)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,3,71,3,no
Function,"matplotlib.mathtext.MathtextBackend.render_rect_filled(self,x1,y1,x2,y2)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,5.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5,5,5,139,5,no
Function,"matplotlib.mathtext.TruetypeFonts.get_underline_thickness(self,font,fontsize,dpi)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,5.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5,4,4,650,4,no
Function,"matplotlib.mathtext.Parser.non_math(self,s,loc,toks)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,9.0,0.0,7.0,3.0,6.0,2.0,1.0,0.0,7.0,3.0,6.0,1.0,1.0,1.0,1.0,0.0,0.29,4,4,2412,4,no
Function,"matplotlib.mlab.recs_join(key,name,recs,jointype,missing,postfixes)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,56.0,14.0,21.0,6.0,19.0,22.0,12.0,1.0,17.0,6.0,15.0,7.0,7.0,7.0,1.0,3.0,1.05,6,6,2639,3,no
Function,"matplotlib.patches.CirclePolygon.__init__(self,xy,radius,resolution,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,18.0,2.0,8.0,3.0,5.0,9.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.12,5,4,1338,3,no
Function,"matplotlib.path.Path.wedge(cls,theta1,theta2,n)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\path.py,10.0,1.0,2.0,1.0,1.0,7.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.5,4,4,910,3,no
Function,"matplotlib.pyplot.hist2d(x,y,bins,range,normed,weights,cmin,cmax,hold,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\pyplot.py,15.0,1.0,13.0,5.0,11.0,1.0,2.0,0.0,10.0,4.0,9.0,2.0,2.0,2.0,1.0,1.0,0.08,10,9,2935,3,no
Function,"matplotlib.spines.Spine.__init__(self,axes,spine_type,path,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\spines.py,44.0,6.0,21.0,11.0,20.0,19.0,2.0,0.0,21.0,11.0,20.0,2.0,2.0,2.0,1.0,1.0,0.9,5,4,44,5,yes
Function,"matplotlib.texmanager.TexManager.make_tex(self,tex,fontsize)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\texmanager.py,45.0,4.0,37.0,9.0,36.0,4.0,6.0,1.0,19.0,7.0,18.0,4.0,4.0,4.0,3.0,3.0,0.11,3,3,273,3,no
Function,"matplotlib.ticker.OldScalarFormatter.pprint_val(self,x,d)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\ticker.py,29.0,1.0,25.0,7.0,24.0,3.0,13.0,1.0,19.0,7.0,18.0,8.0,8.0,9.0,1.0,1.0,0.12,3,3,354,3,no
Function,"matplotlib.transforms.BboxBase.shrunk(self,mx,my)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\transforms.py,10.0,0.0,4.0,2.0,3.0,6.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.5,3,3,577,3,no
Function,"matplotlib.widgets.CheckButtons.__init__(self,ax,labels,actives)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\widgets.py,62.0,13.0,41.0,18.0,40.0,8.0,4.0,1.0,35.0,18.0,34.0,3.0,3.0,3.0,1.0,1.0,0.2,4,4,501,4,no
Function,"matplotlib.axes._axes.Axes.acorr(self,x,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\axes\_axes.py,59.0,16.0,2.0,1.0,1.0,41.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.5,3,2,1626,3,no
Function,"matplotlib.axes._axes.Axes.clabel(self,CS,args,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\axes\_axes.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,2,5453,4,no
Function,"matplotlib.axes._base._AxesBase.set_yscale(self,value,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\axes\_base.py,21.0,4.0,7.0,1.0,6.0,10.0,2.0,0.0,7.0,1.0,6.0,2.0,2.0,3.0,1.0,1.0,1.43,3,2,2859,3,no
Function,"matplotlib.backends.backend_cairo.FigureCanvasCairo.print_svg(self,fobj,args,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\backends\backend_cairo.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,2,451,4,no
Function,"matplotlib.backends.backend_gtk.FigureCanvasGTK.print_png(self,filename,args,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\backends\backend_gtk.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,2,457,4,no
Function,"matplotlib.backends.backend_gtk3.ConfigureSubplotsGTK3.__init__(self,args,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\backends\backend_gtk3.py,3.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3,1,888,3,no
Function,"matplotlib.backends.backend_nbagg.FigureCanvasNbAgg.new_timer(self,args,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\backends\backend_nbagg.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,1,203,3,no
Function,"matplotlib.backends.backend_pdf.FigureCanvasPdf.print_pdf(self,filename,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\backends\backend_pdf.py,22.0,0.0,22.0,7.0,21.0,4.0,4.0,1.0,16.0,6.0,15.0,3.0,3.0,3.0,1.0,2.0,0.18,3,2,2494,3,no
Function,"matplotlib.backends.backend_ps.FigureCanvasPS.print_ps(self,outfile,args,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\backends\backend_ps.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,2,991,4,no
Function,"matplotlib.backends.backend_svg.FigureCanvasSVG.print_svg(self,filename,args,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\backends\backend_svg.py,15.0,0.0,15.0,2.0,14.0,0.0,5.0,1.0,11.0,2.0,10.0,5.0,5.0,5.0,3.0,3.0,0.0,4,2,1192,4,no
Function,"matplotlib.backends.backend_webagg_core.FigureCanvasWebAggCore.send_event(self,event_type,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\backends\backend_webagg_core.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,2,360,3,no
Function,"matplotlib.backends.backend_wxagg.NavigationToolbar2WxAgg.get_canvas(self,frame,fig)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\backends\backend_wxagg.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,3,100,3,no
Function,"matplotlib.projections.polar.PolarAxes.set_xlim(self,args,kargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\projections\polar.py,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,3,1,585,3,no
Function,"matplotlib.tests.test_colors.test_light_source_planar_hillshading.plane(azimuth,elevation,x,y)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\tests\test_colors.py,7.0,0.0,5.0,4.0,4.0,2.0,1.0,0.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.4,4,4,431,4,no
Function,"matplotlib.tri.triinterpolate.LinearTriInterpolator.__init__(self,triangulation,z,trifinder)",D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\tri\triinterpolate.py,6.0,1.0,4.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.25,4,4,267,3,no
Function,"mpl_toolkits.axes_grid.colorbar.CbarAxesLocator.get_original_position(self,axes,renderer)",D:\thesis2\9 project\matplotlib\matplotlib\lib\mpl_toolkits\axes_grid\colorbar.py,9.0,0.0,6.0,2.0,5.0,3.0,2.0,0.0,5.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.5,3,3,202,3,no
Function,"mpl_toolkits.axes_grid1.axes_grid.ImageGrid.__init__(self,fig,rect,nrows_ncols,ngrids,direction,axes_pad,add_all,share_all,aspect,label_mode,cbar_mode,cbar_location,cbar_pad,cbar_size,cbar_set_cax,axes_class)",D:\thesis2\9 project\matplotlib\matplotlib\lib\mpl_toolkits\axes_grid1\axes_grid.py,181.0,29.0,119.0,45.0,102.0,33.0,239760.0,5.0,84.0,29.0,83.0,28.0,28.0,30.0,8.0,4.0,0.28,17,17,475,4,yes
Function,"mpl_toolkits.axes_grid1.mpl_axes.Axes.AxisDict.__call__(self,v,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\mpl_toolkits\axes_grid1\mpl_axes.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,1,47,3,no
Function,"mpl_toolkits.axisartist.axislines.SimpleChainedObjects.__call__(self,kl,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\mpl_toolkits\axisartist\axislines.py,3.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3,1,583,3,no
Function,"mpl_toolkits.axisartist.grid_finder.DictFormatter.__call__(self,direction,factor,values)",D:\thesis2\9 project\matplotlib\matplotlib\lib\mpl_toolkits\axisartist\grid_finder.py,13.0,2.0,8.0,3.0,7.0,3.0,2.0,0.0,6.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,0.38,4,4,331,4,no
Function,"mpl_toolkits.mplot3d.axes3d.Axes3D.plot(self,xs,ys,args,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\lib\mpl_toolkits\mplot3d\axes3d.py,57.0,8.0,20.0,7.0,19.0,29.0,16.0,1.0,18.0,7.0,17.0,6.0,6.0,10.0,1.0,2.0,1.45,5,3,1475,5,yes
Function,"virtualenv.ConfigOptionParser.__init__(self,args,kwargs)",D:\thesis2\9 project\matplotlib\matplotlib\unit\virtualenv.py,5.0,0.0,5.0,3.0,4.0,0.0,1.0,0.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,3,1,731,3,no
Function,"django.contrib.admin.checks.BaseModelAdminChecks._check_radio_fields_value(self,cls,model,val,label)",D:\thesis2\9 project\django\django\django\contrib\admin\checks.py,16.0,2.0,13.0,2.0,11.0,1.0,2.0,0.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.08,5,5,305,5,yes
Function,"django.contrib.admin.checks.must_be(type,option,obj,id)",D:\thesis2\9 project\django\django\django\contrib\admin\checks.py,9.0,0.0,9.0,1.0,8.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,942,4,no
Function,"django.contrib.admin.options.ModelAdmin.get_changelist_formset(self,request,kwargs)",D:\thesis2\9 project\django\django\django\contrib\admin\options.py,12.0,0.0,8.0,2.0,7.0,4.0,1.0,0.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.5,3,2,660,3,no
Function,"django.contrib.admin.options.InlineModelAdmin.get_formset(self,request,obj,kwargs)",D:\thesis2\9 project\django\django\django\contrib\admin\options.py,77.0,6.0,59.0,18.0,55.0,12.0,16.0,1.0,38.0,16.0,34.0,5.0,5.0,10.0,1.0,1.0,0.2,4,3,1770,3,no
Function,"django.contrib.admin.templatetags.admin_list.ResultList.__init__(self,form,items)",D:\thesis2\9 project\django\django\django\contrib\admin\templatetags\admin_list.py,3.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3,2,285,3,no
Function,"django.contrib.auth.hashers.SHA1PasswordHasher.encode(self,password,salt)",D:\thesis2\9 project\django\django\django\contrib\auth\hashers.py,5.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,3,3,370,3,no
Function,"django.contrib.contenttypes.admin.GenericInlineModelAdminChecks._check_relation(self,cls,parent_model)",D:\thesis2\9 project\django\django\django\contrib\contenttypes\admin.py,65.0,4.0,56.0,3.0,55.0,5.0,6.0,1.0,16.0,3.0,15.0,6.0,6.0,7.0,6.0,3.0,0.09,3,3,22,3,no
Function,"django.contrib.gis.db.backends.mysql.introspection.MySQLIntrospection.get_geometry_type(self,table_name,geo_col)",D:\thesis2\9 project\django\django\django\contrib\gis\db\backends\mysql\introspection.py,21.0,1.0,13.0,5.0,12.0,7.0,3.0,0.0,11.0,5.0,10.0,3.0,3.0,3.0,3.0,3.0,0.54,3,3,13,3,no
Function,"django.contrib.gis.db.backends.postgis.operations.PostGISOperations.get_geom_placeholder(self,f,value,compiler)",D:\thesis2\9 project\django\django\django\contrib\gis\db\backends\postgis\operations.py,20.0,2.0,9.0,3.0,8.0,9.0,4.0,1.0,8.0,3.0,7.0,3.0,3.0,4.0,1.0,1.0,1.0,4,4,263,4,no
Function,"django.contrib.gis.db.models.fields.GeometryField.get_prep_lookup(self,lookup_type,value)",D:\thesis2\9 project\django\django\django\contrib\gis\db\models\fields.py,6.0,0.0,4.0,1.0,3.0,2.0,2.0,0.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.5,3,3,298,3,no
Function,"django.contrib.gis.db.models.functions.Translate.as_sqlite(self,compiler,connection)",D:\thesis2\9 project\django\django\django\contrib\gis\db\models\functions.py,8.0,0.0,7.0,2.0,6.0,1.0,3.0,0.0,6.0,2.0,5.0,3.0,3.0,5.0,3.0,1.0,0.14,3,3,405,3,no
Function,"django.contrib.gis.gdal.feature.Feature.__init__(self,feat,layer)",D:\thesis2\9 project\django\django\django\contrib\gis\gdal\feature.py,8.0,0.0,5.0,3.0,4.0,3.0,2.0,0.0,5.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,0.6,3,3,21,3,no
Function,"django.contrib.gis.geos.coordseq.GEOSCoordSeq.getOrdinate(self,dimension,index)",D:\thesis2\9 project\django\django\django\contrib\gis\geos\coordseq.py,5.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.25,3,3,85,3,no
Function,"django.contrib.gis.geos.prototypes.errcheck.check_geom(result,func,cargs)",D:\thesis2\9 project\django\django\django\contrib\gis\geos\prototypes\errcheck.py,5.0,0.0,4.0,1.0,3.0,1.0,2.0,0.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.25,3,3,29,3,no
Function,"django.contrib.messages.storage.base.BaseStorage._get(self,args,kwargs)",D:\thesis2\9 project\django\django\django\contrib\messages\storage\base.py,14.0,2.0,2.0,1.0,1.0,10.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,3,1,96,3,no
Function,"django.contrib.postgres.fields.array.ArrayContainedBy.as_sql(self,qn,connection)",D:\thesis2\9 project\django\django\django\contrib\postgres\fields\array.py,4.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,3,3,174,3,no
Function,"django.contrib.staticfiles.finders.FileSystemFinder.find_location(self,root,path,prefix)",D:\thesis2\9 project\django\django\django\contrib\staticfiles\finders.py,13.0,0.0,9.0,1.0,8.0,4.0,5.0,1.0,9.0,1.0,8.0,4.0,4.0,4.0,4.0,2.0,0.44,4,4,92,3,no
Function,"django.core.urlresolvers.RegexURLResolver.reverse(self,lookup_view,args,kwargs)",D:\thesis2\9 project\django\django\django\core\urlresolvers.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,2,436,4,no
Function,"django.core.checks.messages.Critical.__init__(self,args,kwargs)",D:\thesis2\9 project\django\django\django\core\checks\messages.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,1,80,3,no
Function,"django.core.mail.message.EmailMultiAlternatives.attach_alternative(self,content,mimetype)",D:\thesis2\9 project\django\django\django\core\mail\message.py,5.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.25,3,3,417,3,no
Function,"django.core.management.commands.makemessages.TranslatableFile.__init__(self,dirpath,file_name,locale_dir)",D:\thesis2\9 project\django\django\django\core\management\commands\makemessages.py,4.0,0.0,4.0,4.0,3.0,0.0,1.0,0.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,58,4,no
Function,"django.core.serializers.pyyaml.Serializer.handle_field(self,obj,field)",D:\thesis2\9 project\django\django\django\core\serializers\pyyaml.py,11.0,0.0,5.0,1.0,4.0,6.0,2.0,0.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.2,3,3,47,3,no
Function,"django.db.backends.utils.CursorWrapper.__init__(self,cursor,db)",D:\thesis2\9 project\django\django\django\db\backends\utils.py,3.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3,3,17,3,no
Function,"django.db.backends.base.schema.BaseDatabaseSchemaEditor.column_sql(self,model,field,include_default)",D:\thesis2\9 project\django\django\django\db\backends\base\schema.py,47.0,0.0,31.0,7.0,30.0,16.0,145.0,2.0,27.0,7.0,26.0,11.0,11.0,18.0,1.0,3.0,0.52,4,4,128,3,no
Function,"django.db.backends.mysql.operations.DatabaseOperations.date_trunc_sql(self,lookup_type,field_name)",D:\thesis2\9 project\django\django\django\db\backends\mysql\operations.py,12.0,0.0,12.0,6.0,11.0,1.0,2.0,0.0,12.0,6.0,11.0,2.0,2.0,2.0,1.0,1.0,0.08,3,3,29,3,no
Function,"django.db.backends.oracle.introspection.DatabaseIntrospection.get_indexes(self,cursor,table_name)",D:\thesis2\9 project\django\django\django\db\backends\oracle\introspection.py,29.0,0.0,29.0,4.0,28.0,0.0,2.0,0.0,7.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,0.0,3,3,119,3,no
Function,"django.db.backends.postgresql_psycopg2.introspection.DatabaseIntrospection.get_indexes(self,cursor,table_name)",D:\thesis2\9 project\django\django\django\db\backends\postgresql_psycopg2\introspection.py,28.0,0.0,21.0,3.0,20.0,7.0,17.0,1.0,13.0,3.0,12.0,6.0,6.0,6.0,3.0,2.0,0.33,3,3,108,3,no
Function,"django.db.backends.sqlite3.operations.DatabaseOperations.datetime_trunc_sql(self,lookup_type,field_name,tzname)",D:\thesis2\9 project\django\django\django\db\backends\sqlite3\operations.py,8.0,0.0,7.0,1.0,6.0,1.0,3.0,0.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,0.14,4,4,80,4,no
Function,"django.db.migrations.loader.MigrationLoader.get_migration_by_prefix(self,app_label,name_prefix)",D:\thesis2\9 project\django\django\django\db\migrations\loader.py,15.0,0.0,13.0,3.0,12.0,2.0,9.0,1.0,9.0,3.0,8.0,5.0,5.0,6.0,3.0,2.0,0.15,3,3,127,3,no
Function,"django.db.migrations.questioner.InteractiveMigrationQuestioner.ask_rename_model(self,old_model_state,new_model_state)",D:\thesis2\9 project\django\django\django\db\migrations\questioner.py,5.0,0.0,4.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.25,3,3,170,3,no
Function,"django.db.migrations.operations.fields.AlterField.state_forwards(self,app_label,state)",D:\thesis2\9 project\django\django\django\db\migrations\operations\fields.py,12.0,0.0,12.0,2.0,11.0,0.0,2.0,0.0,7.0,2.0,6.0,3.0,3.0,3.0,1.0,1.0,0.0,3,3,172,3,no
